Date,UAL_Open,UAL_High,UAL_Low,UAL_Close,UAL_AdjClose,UAL_Volume,SAVE_Open,SAVE_High,SAVE_Low,SAVE_Close,SAVE_AdjClose,SAVE_Volume,AAL_Open,AAL_High,AAL_Low,AAL_Close,AAL_AdjClose,AAL_Volume,DAL_Open,DAL_High,DAL_Low,DAL_Close,DAL_AdjClose,DAL_Volume,LUV_Open,LUV_High,LUV_Low,LUV_Close,LUV_AdjClose,LUV_Volume,JBLU_Open,JBLU_High,JBLU_Low,JBLU_Close,JBLU_AdjClose,JBLU_Volume,UALSocialMedia,SAVESoicalMedia,AALSocialMedia,DALSocialMedia,LUVSocialMedia,JBLUSocialMedia
6/1/15,54.759998,56.889999,53.830002,54.090000,54.090000,31873400,64.459999,66.839996,63.060001,65.370003,65.370003,8218600,42.610001,44.380001,41.709999,41.720001,39.691135,74101700,43.209999,44.790001,42.279999,42.900002,38.774670,69288000,37.110001,38.299999,36.560001,37.169998,35.343548,52220400,20.320000,20.930000,20.049999,20.490000,20.490000,34306200,18,6,23,18,48,10
6/8/15,53.480000,53.599998,49.849998,52.869999,52.869999,35319600,65.150002,65.589996,60.410000,63.849998,63.849998,7381600,41.070000,41.259998,38.450001,40.709999,38.730247,88965000,42.369999,42.619999,38.970001,41.139999,37.183907,76357800,36.889999,37.090000,33.820000,35.000000,33.347691,80484700,20.330000,20.400000,18.330000,19.520000,19.520000,60854300,18,6,23,18,29,10
6/15/15,52.490002,53.959999,50.689999,53.250000,53.250000,21637700,63.400002,63.939999,60.590000,62.330002,62.330002,5693600,40.349998,41.889999,38.910000,41.560001,39.538921,58455100,40.919998,42.810001,40.040001,41.990002,37.952183,43409900,34.709999,34.750000,33.020000,34.220001,32.604523,52352800,19.400000,20.580000,19.209999,20.230000,20.230000,33416400,19,7,24,18,29,9
6/22/15,54.580002,56.270000,53.840000,54.480000,54.480000,24578600,63.990002,66.180000,62.000000,62.299999,62.299999,5702900,42.919998,43.419998,41.330002,41.439999,39.424747,50712200,42.720001,43.709999,42.060001,42.349998,38.277561,46963300,34.709999,35.029999,34.180000,34.320000,32.699791,36076800,20.510000,21.600000,20.430000,20.790001,20.790001,65066200,18,6,23,19,30,9
6/29/15,53.849998,54.889999,50.099998,51.500000,51.500000,28295600,61.610001,63.939999,59.500000,60.959999,60.959999,6186600,40.770000,41.320000,37.799999,39.029999,37.131943,64823300,41.770000,42.450001,38.810001,40.000000,36.153530,60602200,33.720001,34.220001,31.360001,32.509998,30.975237,44412400,20.350000,21.200001,19.530001,20.629999,20.629999,43831200,17,6,23,18,29,11
7/6/15,52.049999,55.689999,52.049999,55.509998,55.509998,26978700,61.279999,63.389999,59.840000,63.279999,63.279999,5218500,39.090000,41.639999,39.080002,41.209999,39.205925,55669200,39.880001,42.720001,39.880001,42.459999,38.376984,49781400,32.470001,34.020000,32.310001,33.830002,32.232933,41914500,20.469999,21.790001,20.440001,21.719999,21.719999,34911700,23,7,24,18,32,10
7/13/15,56.910000,57.389999,53.900002,55.389999,55.389999,26123300,64.419998,64.809998,57.259998,60.160000,60.160000,12746500,41.959999,42.720001,40.389999,41.400002,39.386692,64548600,43.209999,45.099998,42.400002,44.939999,40.618500,69768300,34.869999,35.209999,33.230000,34.759998,33.119019,42853400,22.180000,23.100000,21.620001,22.940001,22.940001,38811100,18,7,23,19,32,10
7/20/15,55.689999,60.000000,54.810001,56.490002,56.490002,36550400,60.029999,62.110001,59.349998,60.330002,60.330002,6436400,41.549999,43.810001,39.619999,39.630001,37.702763,59981300,45.099998,46.639999,43.759998,44.099998,39.859276,42908000,34.900002,38.700001,34.220001,35.000000,33.347691,44886400,23.059999,24.190001,22.570000,22.730000,22.730000,38925800,18,7,23,19,30,10
7/27/15,56.049999,58.910000,55.250000,56.389999,56.389999,23411000,60.110001,61.650002,59.110001,59.820000,59.820000,4621500,39.630001,41.380001,38.900002,40.099998,38.149914,39870500,43.599998,45.330002,43.049999,44.340000,40.076187,36552400,34.820000,36.540001,34.330002,36.200001,34.491039,38198300,22.480000,23.320000,21.400000,22.980000,22.980000,42729900,18,6,23,18,29,10
8/3/15,56.860001,59.849998,56.610001,56.740002,56.740002,21885100,59.549999,62.000000,58.669998,59.080002,59.080002,5741200,40.240002,43.450001,40.209999,41.490002,39.472317,43181300,44.680000,47.099998,44.570000,46.349998,41.892914,42616500,36.660000,38.500000,36.540001,37.580002,35.805893,40773200,23.070000,24.049999,22.980000,23.299999,23.299999,33136600,18,6,23,19,29,10
